OCC_TITLE
Health Technologists and Technician
Clinical Laboratory Technologists and Technician
Dental Hygienist
Diagnostic Related Technologists and Technician
Cardiovascular Technologists and Technician
Diagnostic Medical Sonographer
Nuclear Medicine Technologist
Radiologic Technologist
Magnetic Resonance Imaging Technologist
Emergency Medical Technicians and Paramedic
Health Practitioner Support Technologists and Technician
Dietetic Technician
Pharmacy Technician
Psychiatric Technician
Respiratory Therapy Technician
Surgical Technologist
Veterinary Technologists and Technician
Ophthalmic Medical Technician
Licensed Practical and Licensed Vocational Nurse
Medical Records and Health Information Technician
Optician
Miscellaneous Health Technologists and Technician
Orthotists and Prosthetist
Hearing Aid Specialist
Other Healthcare Practitioners and Technical Occupation
Occupational Health and Safety Specialists and Technician
Occupational Health and Safety Specialist
Occupational Health and Safety Technician
Miscellaneous Health Practitioners and Technical Worker
Athletic Trainer
Genetic Counselor
Healthcare Practitioners and Technical Worker
Healthcare Support Occupation
Nursing
Home Health Aide
Psychiatric Aide
Nursing Assistant
Orderlie
Occupational Therapy and Physical Therapist Assistants and Aide
Occupational Therapy Assistants and Aide
Occupational Therapy Assistant
Occupational Therapy Aide
Physical Therapist Assistants and Aide
Physical Therapist Assistant
Physical Therapist Aide
Other Healthcare Support Occupation
Massage Therapist
Miscellaneous Healthcare Support Occupation
Dental Assistant
Medical Assistant
Medical Equipment Preparer
Medical Transcriptionist
Pharmacy Aide
Veterinary Assistants and Laboratory Animal Caretaker
Phlebotomist
Healthcare Support Worker
Protective Service Occupation
Supervisors of Protective Service Worker
First-Line Supervisors of Law Enforcement Worker
First-Line Supervisors of Correctional Officer
First-Line Supervisors of Police and Detective
First-Line Supervisors of Fire Fighting and Prevention Worker
Miscellaneous First-Line Supervisor
First-Line Supervisors of Protective Service Worker
Fire Fighting and Prevention Worker
Firefighter
Fire Inspector
Fire Inspectors and Investigator
Forest Fire Inspectors and Prevention Specialist
Law Enforcement Worker
Bailiff
Correctional Officers and Jailer
Detectives and Criminal Investigator
Fish and Game Warden
Parking Enforcement Worker
Police Officer
Police and Sheriff's Patrol Officer
Transit and Railroad Police
Other Protective Service Worker
Animal Control Worker
Private Detectives and Investigator
Security Guards and Gaming Surveillance Officer
Gaming Surveillance Officers and Gaming Investigator
Security Guard
Miscellaneous Protective Service Worker
Crossing Guard
Lifeguard
Transportation Security Screener
Protective Service Worker
Food Preparation and Serving Related Occupation
Supervisors of Food Preparation and Serving Worker
Chefs and Head Cook
First-Line Supervisors of Food Preparation and Serving Worker
Cooks and Food Preparation Worker
Cook
Food Preparation Worker
Food and Beverage Serving Worker
Bartender
Fast Food and Counter Worker
Combined Food Preparation and Serving Worker
Counter Attendant
Waiters and Waitresse
Food Server
Other Food Preparation and Serving Related Worker
Dining Room and Cafeteria Attendants and Bartender Helper
Dishwasher
Hosts and Hostesse
Miscellaneous Food Preparation and Serving Related Worker
Food Preparation and Serving Related Worker
Building and Grounds Cleaning and Maintenance Occupation
Supervisors of Building and Grounds Cleaning and Maintenance Worker
First-Line Supervisors of Building and Grounds Cleaning and Maintenance Worker
First-Line Supervisors of Housekeeping and Janitorial Worker
First-Line Supervisors of Landscaping
Building Cleaning and Pest Control Worker
Building Cleaning Worker
Janitors and Cleaner
Maids and Housekeeping Cleaner
Pest Control Worker
Grounds Maintenance Worker
Landscaping and Groundskeeping Worker
Pesticide Handler
Tree Trimmers and Pruner
Personal Care and Service Occupation
Supervisors of Personal Care and Service Worker
First-Line Supervisors of Gaming Worker
First-Line Supervisors of Personal Service Worker
Animal Care and Service Worker
Animal Trainer
Nonfarm Animal Caretaker
Entertainment Attendants and Related Worker
Gaming Services Worker
Gaming Dealer
Gaming and Sports Book Writers and Runner
Gaming Service Worker
Motion Picture Projectionist
Usher
Miscellaneous Entertainment Attendants and Related Worker
Amusement and Recreation Attendant
Costume Attendant
Locker Room
Funeral Service Worker
Embalmer
Funeral Attendant
Mortician
Personal Appearance Worker
Barber
Hairdresser
Miscellaneous Personal Appearance Worker
Makeup Artist
Manicurists and Pedicurist
Shampooer
Skincare Specialist
Baggage Porter
Baggage Porters and Bellhop
Concierge
Tour and Travel Guide
Other Personal Care and Service Worker
Childcare Worker
Personal Care Aide
Recreation and Fitness Worker
Fitness Trainers and Aerobics Instructor
Recreation Worker
Residential Advisor
Miscellaneous Personal Care and Service Worker
Personal Care and Service Worker
Sales and Related Occupation
Supervisors of Sales Worker
First-Line Supervisors of Sales Worker
First-Line Supervisors of Retail Sales Worker
First-Line Supervisors of Non-Retail Sales Worker
Retail Sales Worker
Cashier
Gaming Change Persons and Booth Cashier
Counter and Rental Clerks and Parts Salesperson
Counter and Rental Clerk
Parts Salesperson
Retail Salesperson
Sales Representative
Advertising Sales Agent
Insurance Sales Agent
Securitie
Travel Agent
Miscellaneous Sales Representative
Other Sales and Related Worker
Model
Demonstrators and Product Promoter
Real Estate Brokers and Sales Agent
Real Estate Broker
Real Estate Sales Agent
Sales Engineer
Telemarketer
Miscellaneous Sales and Related Worker
Door-to-Door Sales Worker
Sales and Related Worker
Office and Administrative Support Occupation
Supervisors of Office and Administrative Support Worker
First-Line Supervisors of Office and Administrative Support Worker
Communications Equipment Operator
Switchboard Operator
Telephone Operator
Miscellaneous Communications Equipment Operator
Financial Clerk
Bill and Account Collector
Billing and Posting Clerk
Bookkeeping
Gaming Cage Worker
Payroll and Timekeeping Clerk
Procurement Clerk
Teller
Miscellaneous Financial Clerk
Information and Record Clerk
Brokerage Clerk
Correspondence Clerk
Court
Credit Authorizer
Customer Service Representative
Eligibility Interviewer
File Clerk
Hotel
Interviewer
Library Assistant
Loan Interviewers and Clerk
New Accounts Clerk
Order Clerk
Human Resources Assistant
Receptionists and Information Clerk
Reservation and Transportation Ticket Agents and Travel Clerk
Miscellaneous Information and Record Clerk
Material Recording
Cargo and Freight Agent
Couriers and Messenger
Dispatcher
Police
Meter Reader
Postal Service Worker
Postal Service Clerk
Postal Service Mail Carrier
Postal Service Mail Sorter
Production
Shipping
Stock Clerks and Order Filler
Weigher
Secretaries and Administrative Assistant
Executive Secretaries and Executive Administrative Assistant
Legal Secretarie
Medical Secretarie
Other Office and Administrative Support Worker
Computer Operator
Data Entry and Information Processing Worker
Data Entry Keyer
Word Processors and Typist
Desktop Publisher
Insurance Claims and Policy Processing Clerk
Mail Clerks and Mail Machine Operator
Office Clerk
Office Machine Operator
Proofreaders and Copy Marker
Statistical Assistant
Miscellaneous Office and Administrative Support Worker
Office and Administrative Support Worker
Farming
Supervisors of Farming
First-Line Supervisors of Farming
Agricultural Worker
Agricultural Inspector
Animal Breeder
Graders and Sorter
Miscellaneous Agricultural Worker
Agricultural Equipment Operator
Farmworkers and Laborer
Farmworker
Fishing and Hunting Worker
Fishers and Related Fishing Worker
Forest
Forest and Conservation Worker
Logging Worker
Faller
Logging Equipment Operator
Log Graders and Scaler
Construction and Extraction Occupation
Supervisors of Construction and Extraction Worker
First-Line Supervisors of Construction Trades and Extraction Worker
Construction Trades Worker
Boilermaker
Brickmason
Brickmasons and Blockmason
Stonemason
Carpenter
Carpet
Carpet Installer
Floor Layer
Floor Sanders and Finisher
Tile and Marble Setter
Cement Mason
Cement Masons and Concrete Finisher
Terrazzo Workers and Finisher
Construction Laborer
Construction Equipment Operator
Paving
Pile-Driver Operator
Operating Engineers and Other Construction Equipment Operator
Drywall Installer
Drywall and Ceiling Tile Installer
Taper
Electrician
Glazier
Insulation Worker
Painters and Paperhanger
Painter
Paperhanger
Pipelayer
Plumber
Plasterers and Stucco Mason
Reinforcing Iron and Rebar Worker
Roofer
Sheet Metal Worker
Structural Iron and Steel Worker
Solar Photovoltaic Installer
Helper
Helpers--Brickmason
Helpers--Carpenter
Helpers--Electrician
Helpers--Painter
Helpers--Pipelayer
Helpers--Roofer
Other Construction and Related Worker
Construction and Building Inspector
Elevator Installers and Repairer
Fence Erector
Hazardous Materials Removal Worker
Highway Maintenance Worker
Rail-Track Laying and Maintenance Equipment Operator
Septic Tank Servicers and Sewer Pipe Cleaner
Miscellaneous Construction and Related Worker
Extraction Worker
Derrick
Derrick Operator
Rotary Drill Operator
Service Unit Operator
Earth Driller
Explosives Worker
Mining Machine Operator
Continuous Mining Machine Operator
Mine Cutting and Channeling Machine Operator
Rock Splitter
Roof Bolter
Roustabout
Helpers--Extraction Worker
Miscellaneous Extraction Worker
Installation
Supervisors of Installation
First-Line Supervisors of Mechanic
Electrical and Electronic Equipment Mechanic
Computer
Radio and Telecommunications Equipment Installers and Repairer
Radio
Telecommunications Equipment Installers and Repairer
Miscellaneous Electrical and Electronic Equipment Mechanic
Avionics Technician
Electric Motor
Electrical and Electronics Installers and Repairer
Electrical and Electronics Repairer
Electronic Equipment Installers and Repairer
Electronic Home Entertainment Equipment Installers and Repairer
Security and Fire Alarm Systems Installer
Vehicle and Mobile Equipment Mechanic
Aircraft Mechanics and Service Technician
Automotive Technicians and Repairer
Automotive Body and Related Repairer
Automotive Glass Installers and Repairer
Automotive Service Technicians and Mechanic
Bus and Truck Mechanics and Diesel Engine Specialist
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanic
Farm Equipment Mechanics and Service Technician
Mobile Heavy Equipment Mechanic
Rail Car Repairer
Small Engine Mechanic
Motorboat Mechanics and Service Technician
Motorcycle Mechanic
Outdoor Power Equipment and Other Small Engine Mechanic
Miscellaneous Vehicle and Mobile Equipment Mechanic
Bicycle Repairer
Recreational Vehicle Service Technician
Tire Repairers and Changer
Other Installation
Control and Valve Installers and Repairer
Mechanical Door Repairer
Heating
Home Appliance Repairer
Industrial Machinery Installation
Industrial Machinery Mechanic
Maintenance Worker
Millwright
Refractory Materials Repairer
Line Installers and Repairer
Electrical Power-Line Installers and Repairer
Telecommunications Line Installers and Repairer
Precision Instrument and Equipment Repairer
Camera and Photographic Equipment Repairer
Medical Equipment Repairer
Musical Instrument Repairers and Tuner
Watch Repairer
Maintenance and Repair Worker
Wind Turbine Service Technician
Miscellaneous Installation
Coin
Commercial Diver
Fabric Mender
Locksmiths and Safe Repairer
Manufactured Building and Mobile Home Installer
Rigger
Signal and Track Switch Repairer
Helpers--Installation
Production Occupation
Supervisors of Production Worker
First-Line Supervisors of Production and Operating Worker
Assemblers and Fabricator
Aircraft Structure
Electrical
Coil Winder
Engine and Other Machine Assembler
Structural Metal Fabricators and Fitter
Miscellaneous Assemblers and Fabricator
Fiberglass Laminators and Fabricator
Timing Device Assemblers and Adjuster
Food Processing Worker
Baker
Butchers and Other Meat
Butchers and Meat Cutter
Meat
Slaughterers and Meat Packer
Miscellaneous Food Processing Worker
Food and Tobacco Roasting
Food Batchmaker
Food Cooking Machine Operators and Tender
Metal Workers and Plastic Worker
Computer Control Programmers and Operator
Computer-Controlled Machine Tool Operator
Computer Numerically Controlled Machine Tool Programmer
Forming Machine Setter
Extruding and Drawing Machine Setter
Forging Machine Setter
Rolling Machine Setter
Machine Tool Cutting Setter
Cutting
Drilling and Boring Machine Tool Setter
Grinding
Lathe and Turning Machine Tool Setter
Milling and Planing Machine Setter
Machinist
Metal Furnace Operator
Metal-Refining Furnace Operators and Tender
Pourers and Caster
Model Makers and Patternmaker
Model Maker
Patternmaker
Molders and Molding Machine Setter
Foundry Mold and Coremaker
Molding
Multiple Machine Tool Setter
Tool and Die Maker
Welding
Welder
Miscellaneous Metal Workers and Plastic Worker
Heat Treating Equipment Setter
Layout Worker
Plating and Coating Machine Setter
Tool Grinder
Printing Worker
Prepress Technicians and Worker
Printing Press Operator
Print Binding and Finishing Worker
Textile
Laundry and Dry-Cleaning Worker
Presser
Sewing Machine Operator
Shoe and Leather Worker
Shoe and Leather Workers and Repairer
Shoe Machine Operators and Tender
Tailor
Sewer
Textile Machine Setter
Textile Bleaching and Dyeing Machine Operators and Tender
Textile Cutting Machine Setter
Textile Knitting and Weaving Machine Setter
Textile Winding
Miscellaneous Textile
Extruding and Forming Machine Setter
Fabric and Apparel Patternmaker
Upholsterer
Woodworker
Cabinetmakers and Bench Carpenter
Furniture Finisher
Woodworking Machine Setter
Sawing Machine Setter
Miscellaneous Woodworker
Plant and System Operator
Power Plant Operator
Nuclear Power Reactor Operator
Power Distributors and Dispatcher
Stationary Engineers and Boiler Operator
Water and Wastewater Treatment Plant and System Operator
Miscellaneous Plant and System Operator
Chemical Plant and System Operator
Gas Plant Operator
Petroleum Pump System Operator
Other Production Occupation
Chemical Processing Machine Setter
Chemical Equipment Operators and Tender
Separating
Crushing
Grinding and Polishing Worker
Mixing and Blending Machine Setter
Cutting Worker
Cutters and Trimmer
Cutting and Slicing Machine Setter
Extruding
Furnace
Inspector
Jewelers and Precious Stone and Metal Worker
Medical
Dental Laboratory Technician
Medical Appliance Technician
Ophthalmic Laboratory Technician
Packaging and Filling Machine Operators and Tender
Painting Worker
Coating
Painting
Semiconductor Processor
Photographic Process Workers and Processing Machine Operator
Miscellaneous Production Worker
Adhesive Bonding Machine Operators and Tender
Cleaning
Cooling and Freezing Equipment Operators and Tender
Etchers and Engraver
Molder
Paper Goods Machine Setter
Tire Builder
Helpers--Production Worker
Production Worker
Transportation and Material Moving Occupation
Supervisors of Transportation and Material Moving Worker
Aircraft Cargo Handling Supervisor
First-Line Supervisors of Transportation and Material Moving Worker
Air Transportation Worker
Aircraft Pilots and Flight Engineer
Airline Pilot
Commercial Pilot
Air Traffic Controllers and Airfield Operations Specialist
Air Traffic Controller
Airfield Operations Specialist
Flight Attendant
Motor Vehicle Operator
Ambulance Drivers and Attendant
Bus Driver
Driver/Sales Workers and Truck Driver
Driver/Sales Worker
Heavy and Tractor-Trailer Truck Driver
Light Truck or Delivery Services Driver
Taxi Drivers and Chauffeur
Miscellaneous Motor Vehicle Operator
Rail Transportation Worker
Locomotive Engineers and Operator
Locomotive Engineer
Locomotive Firer
Rail Yard Engineer
Railroad Brake
Railroad Conductors and Yardmaster
Subway and Streetcar Operator
Miscellaneous Rail Transportation Worker
Water Transportation Worker
Sailors and Marine Oiler
Ship and Boat Captains and Operator
Captain
Motorboat Operator
Ship Engineer
Other Transportation Worker
Bridge and Lock Tender
Parking Lot Attendant
Automotive and Watercraft Service Attendant
Traffic Technician
Transportation Inspector
Transportation Attendant
Miscellaneous Transportation Worker
Transportation Worker
Material Moving Worker
Conveyor Operators and Tender
Crane and Tower Operator
Dredge
Dredge Operator
Excavating and Loading Machine and Dragline Operator
Loading Machine Operator
Hoist and Winch Operator
Industrial Truck and Tractor Operator
Laborers and Material Mover
Cleaners of Vehicles and Equipment
Laborers and Freight
Machine Feeders and Offbearer
Packers and Packager
Pumping Station Operator
Gas Compressor and Gas Pumping Station Operator
Pump Operator
Wellhead Pumper
Refuse and Recyclable Material Collector
Mine Shuttle Car Operator
Tank Car
Miscellaneous Material Moving Worker
